Emotion,Path
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a05Na.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a05Lc.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b10Wa.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b01Lb.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b03Ta.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b02Na.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b10Nc.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b02Tc.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a07Aa.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Wb.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a07Fd.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02Ea.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b01Ec.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a07Ta.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b01Fc.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b02Aa.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b03Tc.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b01Fa.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b02Wa.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b01Wa.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b10Nc.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Td.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a07Fa.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a05Ta.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b03Nb.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b01Na.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b03La.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a02Fb.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a04Wb.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b02Wd.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a05Nb.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b01Fc.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b10Ad.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a07Na.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b02Na.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b02Ad.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a02Lb.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02Tb.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b09Na.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a04Wa.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b09Wa.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b09La.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b09Wb.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a07Wb.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b09Td.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Tc.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a01Nd.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b01Wa.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b09Wc.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02Ea.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Ac.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a07Fb.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a05Fc.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Aa.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b01Wc.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a04Tb.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a07Wd.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a04Lc.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b03Tb.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a02Ta.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a04Fa.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b10Wc.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b03Wb.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b02Fb.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a05Td.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Lc.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Tc.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Tb.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b09La.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b09Wc.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b10Eb.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a07Wb.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b02Nb.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b02Tc.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b09Wb.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a01Nb.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b01Lb.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b09Ad.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b02Wb.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a01Wa.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b10Td.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a01Wc.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b10Wa.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b01Aa.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a02Nc.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b10Wb.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b10Ad.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Ed.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b09Ea.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Fd.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b10Tb.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a02Tc.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b09Tc.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a01Lc.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a04Fd.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a01Ec.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b03Fa.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02Ac.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b03Lc.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b01Na.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b03Ta.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b09Ld.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b10La.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b09Td.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b02Fd.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a04Wc.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b09Ad.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a04Wc.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a04Ff.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b01Wa.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Ta.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b02Wb.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b02Tb.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02Ab.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a01Nb.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b10Ec.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a04Ad.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b09Ab.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b09Fb.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a01Nc.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b10Lc.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b10Lc.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a05Na.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Na.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a01Fb.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a01Ld.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b10Ld.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b02Fb.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b10Na.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b01Lb.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a02Ec.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a01Nb.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b10Wa.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b09Fb.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b10Nb.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b03Nb.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b03Lb.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02Fe.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b03Ta.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b02Na.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a05La.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a07Wb.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b03Ad.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Ea.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a02Ec.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b10Wc.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a04Nc.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a05Wb.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b01Fa.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a05Aa.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a01Ea.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a04Nb.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a02Nc.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a04Lb.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b01Ta.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02Wb.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a05Ea.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b03Wa.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a02Wb.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b01Ec.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a05Wc.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a05Ta.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Wc.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b09Wa.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a05Tb.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02La.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b09Fd.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b10Fc.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b01Ld.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b10La.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a02Lc.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Wc.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b03Wa.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b10Nd.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a02Wa.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Fa.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a07Fa.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a01Na.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b09Nb.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a04Wc.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b01Lb.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b03Lb.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b01Ea.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02Na.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b09Fc.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Lb.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b03Wb.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b09Lb.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a04La.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b03Wc.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b03Lb.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a07Na.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b09Ab.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a02Ec.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b02Wa.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a01La.wav
disgust,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b01Eb.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a07Fd.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a05Lb.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b01Wa.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a02Fc.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a04Wb.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Tc.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b09Ac.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a04Nd.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Aa.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02Wd.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a07Nc.wav
anxiety,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b10Aa.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02Ta.wav
anger,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Wa.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b03Nb.wav
boredom,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Ld.wav
sadness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b09Tb.wav
neutral,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b02Nd.wav
happiness,/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Fb.wav
