Path,Emotion
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b03Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a02Ad.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a04Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a05Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a05Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b10Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b01Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b03Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b02Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b10Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b02Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a07Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a07Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b01Ec.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a07Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b01Fc.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b02Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b03Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b01Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b02Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b01Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b10Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Td.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a07Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a05Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b03Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b01Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b03La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a02Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a04Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b02Wd.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a05Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b01Fc.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b10Ad.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a07Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b02Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b02Ad.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a02Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b09Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a04Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b09Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b09La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b09Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a07Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b09Td.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a01Nd.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b01Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b09Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a07Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a05Fc.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b01Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a04Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a07Wd.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a04Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b03Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a02Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a04Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b10Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b03Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b02Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a05Td.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b09La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b09Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b10Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a07Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b02Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b02Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b09Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a01Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b01Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b09Ad.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b02Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a01Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b10Td.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a01Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b10Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b01Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a02Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b10Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b10Ad.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Ed.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b09Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b10Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a02Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b09Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a01Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a04Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a01Ec.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b03Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b03Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b01Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b03Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b09Ld.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b10La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b09Td.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b02Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a04Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b09Ad.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a04Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a04Ff.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b01Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b02Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b02Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a01Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b10Ec.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a04Ad.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b09Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b09Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a01Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b10Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b10Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a05Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a01Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a01Ld.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b10Ld.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b02Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b10Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b01Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a02Ec.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a01Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b10Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b09Fb.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b10Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b03Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b03Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02Fe.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b03Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b02Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a05La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a07Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b03Ad.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a02Ec.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14b10Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a04Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a05Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b01Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a05Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a01Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a04Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a02Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a04Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b01Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a05Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b03Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a02Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b01Ec.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09a05Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a05Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b09Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a05Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a02La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11b09Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10b10Fc.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b01Ld.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b10La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a02Lc.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a04Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b03Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b10Nd.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13a02Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a07Fa.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a01Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b09Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a04Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b01Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b03Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b01Ea.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a02Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b09Fc.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/09b03Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b09Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a04La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03b03Wc.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b03Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a07Na.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b09Ab.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a02Ec.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/13b02Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a01La.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16b01Eb.wav,disgust
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08a07Fd.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12a05Lb.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/12b01Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a02Fc.wav,happiness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/10a04Wb.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Tc.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b09Ac.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/11a04Nd.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a05Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02Wd.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/03a07Nc.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b10Aa.wav,anxiety/fear
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15a02Ta.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Wa.wav,anger
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b03Nb.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/14a07Ld.wav,boredom
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/08b09Tb.wav,sadness
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/15b02Nd.wav,neutral
/kaggle/input/berlin-database-of-emotional-speech-emodb/wav/16a07Fb.wav,happiness
